Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Employee ID,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ATTRITION FLAG,AGE GROUP,INCOME BAND,PROMOTION RISK
21,No,Non-Travel,223,Human Resources,19,2,Other,1,287,2,Female,91,4,4,Research Scientist,3,Married,287,24537,318981,4,Y,Yes,12,3,1,80,1,16,2,3,11,5,9,3,0,Below 30,Medium,High Risk
27,Yes,Travel_Frequently,945,Software,37,2,Other,1,71,4,Female,65,3,2,Human Resources,1,Divorced,71,12210,341880,2,Y,No,16,4,1,80,2,15,6,3,7,2,1,4,1,Below 30,Medium,Low Risk
39,Yes,Non-Travel,903,Sales,8,2,Human Resources,1,302,3,Female,161,3,3,Research Director,2,Single,302,38658,38658,2,Y,No,32,3,4,80,1,36,2,4,31,24,22,30,1,30-40,High,High Risk
27,Yes,Non-Travel,1060,Software,18,4,Human Resources,1,72,2,Female,175,1,3,Laboratory Technician,3,Single,72,40453,364077,1,Y,Yes,45,1,4,80,2,30,6,1,2,1,2,1,1,Below 30,High,Low Risk
23,Yes,Travel_Frequently,362,Human Resources,3,1,Medical,1,303,1,Male,43,3,4,Sales Executive,4,Single,303,44892,404028,5,Y,No,39,4,4,80,1,33,2,3,19,3,17,9,1,Below 30,High,High Risk
44,Yes,Travel_Rarely,1491,Sales,19,4,Technical Degree,1,310,1,Female,117,4,4,Research Scientist,3,Married,310,29260,117040,7,Y,No,34,4,3,80,1,1,6,3,1,1,1,1,1,41-50,Medium,Low Risk
46,Yes,Travel_Rarely,1335,Support,27,4,Marketing,1,74,3,Male,142,2,1,Sales Representative,1,Married,74,17944,125608,0,Y,Yes,13,3,1,80,3,5,2,3,1,1,1,1,1,41-50,Medium,Low Risk
43,Yes,Travel_Frequently,1123,Hardware,32,5,Medical,1,312,4,Female,117,1,3,Manufacturing Director,2,Married,312,42436,169744,8,Y,No,22,1,1,80,1,25,1,1,17,11,2,4,1,41-50,High,Low Risk
57,Yes,Travel_Rarely,828,Hardware,46,1,Human Resources,1,75,2,Female,142,1,1,Research Scientist,1,Married,75,18522,148176,7,Y,Yes,14,1,1,80,3,27,4,2,8,5,4,4,1,50+,Medium,High Risk
51,Yes,Travel_Frequently,1447,Sales,36,2,Other,1,317,2,Female,90,3,3,Research Scientist,4,Married,317,46492,929840,2,Y,Yes,42,4,1,80,1,2,4,4,1,1,1,1,1,50+,High,Low Risk
55,No,Travel_Frequently,479,Sales,48,3,Marketing,1,318,4,Male,75,4,4,Research Scientist,1,Married,318,40922,695674,6,Y,No,19,4,4,80,1,36,2,4,6,4,5,4,0,50+,High,High Risk
47,Yes,Travel_Frequently,430,Research & Development,34,1,Other,1,77,1,Female,67,2,2,Developer,2,Married,77,32599,325990,7,Y,No,21,4,1,80,4,21,3,2,4,1,2,1,1,41-50,High,Low Risk
37,Yes,Travel_Rarely,803,Human Resources,34,3,Marketing,1,320,4,Female,80,4,4,Manager,2,Married,320,22293,245223,4,Y,No,48,1,1,80,1,7,1,4,5,2,2,5,1,30-40,Medium,Low Risk
58,Yes,Non-Travel,728,Software,30,2,Other,1,324,2,Male,127,1,1,Manager,2,Single,324,1753,43825,1,Y,Yes,26,4,4,80,1,3,1,3,2,2,1,2,1,50+,Low,Low Risk
47,Yes,Travel_Rarely,1398,Sales,15,5,Marketing,1,325,4,Male,82,3,5,Manager,3,Single,325,45787,961527,6,Y,No,41,2,1,80,1,38,5,4,8,3,3,8,1,41-50,High,Low Risk
19,Yes,Travel_Frequently,464,Hardware,22,4,Technical Degree,1,80,2,Female,193,4,4,Developer,4,Single,80,14031,364806,1,Y,No,18,2,4,80,4,24,6,2,7,5,1,4,1,Below 30,Medium,Low Risk
53,No,Travel_Frequently,1417,Hardware,37,5,Other,1,326,4,Female,190,2,4,Research Director,3,Divorced,326,31042,310420,3,Y,No,38,1,4,80,1,8,6,2,4,4,3,2,0,50+,High,Low Risk
43,Yes,Travel_Rarely,267,Software,47,2,Medical,1,329,1,Female,141,2,2,Healthcare Representative,2,Single,329,14571,189423,5,Y,No,8,1,2,80,1,37,3,3,17,11,3,4,1,41-50,Medium,Low Risk
25,Yes,Travel_Rarely,572,Sales,18,1,Medical,1,330,2,Male,98,1,5,Sales Executive,2,Single,330,24871,323323,6,Y,No,33,3,3,80,1,17,3,3,5,1,1,4,1,Below 30,Medium,Low Risk
38,No,Travel_Frequently,990,Sales,49,1,Marketing,1,339,1,Female,179,1,3,Sales Representative,2,Married,339,27701,692525,2,Y,No,9,2,4,80,1,38,1,1,36,36,17,18,0,30-40,Medium,High Risk
33,Yes,Travel_Frequently,394,Human Resources,2,1,Marketing,1,84,2,Female,157,2,2,Sales Executive,4,Married,84,46339,1019458,7,Y,Yes,6,3,2,80,2,14,3,2,10,9,3,9,1,30-40,High,Low Risk
54,No,Travel_Rarely,1368,Hardware,16,5,Technical Degree,1,346,3,Male,85,4,5,Healthcare Representative,3,Divorced,346,41937,1216173,2,Y,Yes,41,2,2,80,1,32,5,2,3,3,1,3,0,50+,High,Low Risk
54,Yes,Travel_Rarely,731,Research & Development,29,4,Life Sciences,1,85,3,Female,189,4,4,Developer,2,Divorced,85,32237,838162,1,Y,No,29,3,4,80,4,28,2,4,20,20,12,7,1,50+,High,High Risk
43,Yes,Non-Travel,592,Software,2,4,Marketing,1,357,1,Female,63,1,2,Laboratory Technician,4,Divorced,357,2203,61684,1,Y,No,38,1,3,80,1,27,6,2,12,6,11,8,1,41-50,Low,High Risk
24,No,Non-Travel,1011,Sales,18,4,Human Resources,1,86,3,Female,168,2,2,Sales Representative,2,Married,86,42673,1152171,8,Y,No,43,3,1,80,4,35,1,4,23,21,5,5,0,Below 30,High,High Risk
57,No,Travel_Rarely,1085,Research & Development,18,1,Technical Degree,1,373,1,Male,74,4,3,Sales Representative,3,Single,373,8150,236350,7,Y,No,2,4,1,80,1,29,2,2,6,1,6,3,0,50+,Low,High Risk
39,No,Non-Travel,124,Research & Development,4,5,Medical,1,87,2,Female,50,4,2,Research Director,4,Single,87,27653,829590,0,Y,Yes,1,1,4,80,4,21,5,3,9,3,8,9,0,30-40,Medium,High Risk
36,No,Non-Travel,222,Research & Development,47,3,Human Resources,1,381,1,Male,183,2,3,Laboratory Technician,4,Single,381,30326,909780,2,Y,Yes,13,3,1,80,1,18,4,1,1,1,1,1,0,30-40,High,Low Risk
23,No,Non-Travel,795,Research & Development,44,4,Marketing,1,88,4,Female,37,2,1,Sales Representative,3,Divorced,88,20041,541107,2,Y,Yes,22,3,4,80,4,12,2,2,1,1,1,1,0,Below 30,Medium,Low Risk
34,Yes,Travel_Frequently,206,Software,11,5,Technical Degree,1,384,1,Male,97,4,3,Sales Executive,4,Divorced,384,33868,440284,1,Y,No,6,4,4,80,1,16,4,2,11,7,8,6,1,30-40,High,High Risk
21,Yes,Travel_Frequently,1207,Human Resources,41,5,Technical Degree,1,89,2,Male,89,4,4,Human Resources,4,Divorced,89,48708,925452,2,Y,No,0,3,4,80,4,35,5,4,12,9,7,11,1,Below 30,High,High Risk
33,No,Non-Travel,1114,Human Resources,29,2,Other,1,391,4,Male,112,3,4,Sales Executive,4,Divorced,391,29116,727900,6,Y,No,44,4,2,80,1,28,2,3,22,12,2,12,0,30-40,Medium,Low Risk
25,Yes,Travel_Frequently,1220,Research & Development,33,5,Medical,1,90,3,Male,174,1,3,Research Director,2,Divorced,90,23829,333606,6,Y,Yes,15,3,4,80,2,10,2,1,1,1,1,1,1,Below 30,Medium,Low Risk
23,No,Travel_Frequently,276,Hardware,21,5,Other,1,392,1,Female,49,1,5,Manufacturing Director,1,Married,392,32906,625214,6,Y,Yes,14,1,3,80,1,1,6,1,1,1,1,1,0,Below 30,High,Low Risk
36,Yes,Travel_Frequently,442,Software,28,5,Human Resources,1,91,2,Female,179,1,5,Sales Executive,3,Single,91,2166,17328,7,Y,Yes,39,1,3,80,3,34,6,3,28,24,2,25,1,30-40,Low,Low Risk
52,No,Travel_Rarely,832,Hardware,2,4,Medical,1,393,3,Female,76,1,5,Manager,1,Divorced,393,48389,677446,4,Y,Yes,15,1,4,80,1,33,4,1,31,30,25,9,0,50+,High,High Risk
46,Yes,Travel_Rarely,226,Support,16,3,Marketing,1,394,3,Female,200,1,1,Developer,3,Married,394,27213,353769,1,Y,No,0,4,3,80,1,14,2,3,11,11,11,4,1,41-50,Medium,High Risk
37,Yes,Travel_Rarely,1498,Support,25,4,Other,1,93,3,Female,60,2,3,Manager,2,Divorced,93,48966,930354,8,Y,Yes,36,4,2,80,3,6,6,2,3,3,2,2,1,30-40,High,Low Risk
57,No,Non-Travel,1269,Software,12,1,Life Sciences,1,399,2,Female,180,1,4,Human Resources,3,Divorced,399,10809,237798,1,Y,No,8,2,3,80,1,38,4,2,31,15,26,30,0,50+,Medium,High Risk
51,Yes,Travel_Frequently,1069,Software,22,4,Life Sciences,1,94,4,Female,43,1,5,Research Scientist,1,Married,94,49932,599184,1,Y,Yes,35,1,2,80,3,16,3,4,6,2,4,4,1,50+,High,High Risk
25,No,Travel_Frequently,100,Human Resources,49,3,Other,1,416,3,Male,75,4,1,Laboratory Technician,2,Single,416,23096,230960,6,Y,Yes,44,3,2,80,1,7,5,3,4,3,1,3,0,Below 30,Medium,Low Risk
23,No,Travel_Frequently,1146,Human Resources,31,1,Life Sciences,1,95,3,Male,127,2,2,Developer,3,Married,95,40530,243180,1,Y,No,47,2,1,80,2,2,3,4,1,1,1,1,0,Below 30,High,Low Risk
55,No,Non-Travel,1179,Support,16,3,Marketing,1,417,4,Female,136,2,1,Research Scientist,3,Single,417,5988,47904,6,Y,Yes,2,1,4,80,1,10,4,1,7,2,4,1,0,50+,Low,High Risk
25,Yes,Travel_Frequently,140,Research & Development,20,5,Marketing,1,96,3,Female,107,1,1,Human Resources,1,Single,96,35606,356060,3,Y,Yes,2,3,3,80,4,1,1,4,1,1,1,1,1,Below 30,High,Low Risk
20,No,Non-Travel,885,Software,20,4,Human Resources,1,422,3,Female,167,3,1,Sales Representative,2,Single,422,25700,25700,0,Y,Yes,28,4,1,80,1,17,5,3,2,2,1,1,0,Below 30,Medium,Low Risk
51,No,Travel_Rarely,430,Software,23,4,Other,1,97,1,Male,163,3,1,Research Scientist,1,Married,97,19322,231864,5,Y,No,17,1,1,80,2,38,6,2,11,11,11,6,0,50+,Medium,High Risk
56,Yes,Non-Travel,1116,Sales,3,1,Medical,1,429,1,Female,169,3,2,Human Resources,4,Married,429,17696,230048,8,Y,Yes,7,2,4,80,1,39,4,2,24,21,17,6,1,50+,Medium,High Risk
60,No,Travel_Rarely,1348,Sales,32,3,Technical Degree,1,98,1,Male,132,3,4,Research Director,1,Divorced,98,14216,241672,2,Y,Yes,42,3,4,80,4,39,5,1,22,22,11,15,0,50+,Medium,High Risk
49,No,Travel_Frequently,1334,Sales,3,5,Medical,1,432,1,Male,59,2,5,Laboratory Technician,4,Single,432,23044,115220,5,Y,No,39,2,4,80,1,4,3,1,3,1,2,1,0,41-50,Medium,Low Risk
24,Yes,Travel_Rarely,286,Human Resources,3,3,Technical Degree,1,99,2,Male,49,2,2,Sales Representative,3,Married,99,32109,545853,0,Y,Yes,0,1,4,80,2,2,6,3,1,1,1,1,1,Below 30,High,Low Risk
39,Yes,Travel_Frequently,285,Human Resources,25,1,Other,1,440,1,Female,41,4,1,Developer,4,Divorced,440,38523,693414,7,Y,No,47,2,1,80,1,35,3,2,30,25,2,14,1,30-40,High,Low Risk
34,No,Travel_Rarely,1336,Support,14,1,Other,1,100,2,Female,193,2,3,Healthcare Representative,3,Divorced,100,44994,584922,8,Y,Yes,11,2,3,80,4,9,4,3,8,4,6,8,0,30-40,High,High Risk
44,No,Travel_Rarely,1029,Sales,10,5,Life Sciences,1,441,1,Female,108,3,2,Sales Representative,4,Married,441,33527,536432,5,Y,No,44,4,2,80,1,38,5,3,5,3,2,3,0,41-50,High,Low Risk
58,Yes,Travel_Frequently,1352,Sales,29,1,Other,1,101,4,Female,90,4,3,Manager,3,Divorced,101,16843,67372,3,Y,Yes,2,3,2,80,2,35,6,3,35,14,12,28,1,50+,Medium,High Risk
55,No,Non-Travel,1248,Human Resources,12,4,Marketing,1,443,1,Female,126,2,1,Laboratory Technician,2,Single,443,48995,244975,8,Y,No,41,2,3,80,1,14,5,1,7,2,6,2,0,50+,High,High Risk
32,No,Travel_Frequently,929,Human Resources,29,3,Medical,1,445,2,Male,138,3,2,Research Scientist,3,Divorced,445,18896,18896,0,Y,Yes,18,1,1,80,1,14,1,4,3,3,1,3,0,30-40,Medium,Low Risk
48,Yes,Non-Travel,1431,Support,10,3,Life Sciences,1,103,3,Male,99,1,1,Research Scientist,2,Single,103,36629,36629,2,Y,No,25,3,2,80,4,24,2,3,16,12,16,3,1,41-50,High,High Risk
48,Yes,Travel_Rarely,1350,Sales,8,1,Life Sciences,1,446,3,Female,110,2,5,Sales Representative,2,Married,446,6256,12512,8,Y,Yes,41,2,4,80,1,12,2,2,4,1,4,4,1,41-50,Low,High Risk
23,No,Non-Travel,218,Support,50,2,Medical,1,449,4,Male,185,2,5,Healthcare Representative,2,Divorced,449,25170,528570,5,Y,No,2,2,1,80,1,2,5,1,2,2,1,1,0,Below 30,Medium,Low Risk
41,No,Travel_Rarely,288,Support,50,4,Other,1,457,2,Male,197,3,1,Laboratory Technician,1,Married,457,50226,602712,4,Y,No,32,3,1,80,1,40,1,1,25,18,6,1,0,41-50,High,High Risk
23,No,Travel_Rarely,274,Sales,3,3,Other,1,106,4,Female,191,2,2,Healthcare Representative,1,Divorced,106,17815,374115,3,Y,Yes,16,4,2,80,3,20,2,1,6,1,1,6,0,Below 30,Medium,Low Risk
53,No,Travel_Rarely,200,Hardware,26,5,Other,1,459,2,Male,85,1,1,Laboratory Technician,3,Single,459,45674,456740,5,Y,Yes,9,4,1,80,1,14,3,4,2,2,1,1,0,50+,High,Low Risk
47,No,Non-Travel,169,Human Resources,3,3,Technical Degree,1,107,4,Male,100,2,2,Sales Executive,1,Divorced,107,42771,513252,5,Y,Yes,41,1,2,80,3,37,6,3,12,6,11,5,0,41-50,High,High Risk
56,Yes,Travel_Frequently,460,Software,31,4,Human Resources,1,467,2,Female,164,4,2,Research Director,2,Married,467,5742,51678,4,Y,No,29,2,2,80,1,15,4,3,8,5,8,4,1,50+,Low,High Risk
60,No,Travel_Frequently,691,Research & Development,29,4,Life Sciences,1,108,1,Female,49,2,5,Research Director,1,Single,108,17303,484484,3,Y,Yes,30,4,1,80,3,23,4,3,23,13,18,6,0,50+,Medium,High Risk
49,No,Non-Travel,826,Support,39,3,Technical Degree,1,468,4,Male,110,3,2,Research Director,3,Married,468,12293,233567,5,Y,No,49,4,2,80,1,33,1,4,24,12,5,17,0,41-50,Medium,High Risk
36,No,Travel_Frequently,1298,Software,15,2,Other,1,109,3,Female,50,2,2,Sales Representative,3,Married,109,1957,48925,2,Y,No,30,2,2,80,3,3,3,3,3,1,3,2,0,30-40,Low,Low Risk
49,No,Non-Travel,1158,Software,31,2,Medical,1,470,1,Female,120,4,1,Healthcare Representative,4,Divorced,470,25360,355040,4,Y,Yes,30,1,3,80,1,21,6,4,19,10,12,15,0,41-50,Medium,High Risk
49,Yes,Non-Travel,1448,Software,13,1,Life Sciences,1,110,2,Male,179,4,1,Manufacturing Director,4,Married,110,16303,489090,5,Y,Yes,2,2,1,80,3,7,6,2,5,3,3,3,1,41-50,Medium,Low Risk
36,No,Non-Travel,707,Human Resources,9,2,Technical Degree,1,479,4,Female,110,3,1,Sales Representative,4,Single,479,19531,585930,8,Y,No,17,2,2,80,1,16,2,1,13,6,11,4,0,30-40,Medium,High Risk
28,Yes,Travel_Rarely,369,Hardware,45,2,Other,1,111,3,Male,108,4,2,Laboratory Technician,4,Divorced,111,39266,706788,7,Y,No,23,4,1,80,4,27,1,1,26,4,11,12,1,Below 30,High,High Risk
44,Yes,Non-Travel,1029,Software,48,3,Other,1,483,4,Female,50,3,5,Healthcare Representative,2,Divorced,483,9273,241098,2,Y,Yes,46,1,3,80,1,13,2,1,5,5,5,4,1,41-50,Low,High Risk
44,No,Travel_Rarely,949,Software,37,4,Life Sciences,1,484,3,Male,102,4,1,Manager,3,Single,484,45884,1009448,0,Y,Yes,35,3,1,80,1,2,4,3,1,1,1,1,0,41-50,High,Low Risk
39,Yes,Travel_Frequently,541,Software,5,1,Medical,1,489,3,Female,47,4,3,Sales Executive,4,Married,489,44619,847761,1,Y,No,37,4,1,80,1,17,4,4,6,6,5,6,1,30-40,High,High Risk
60,No,Travel_Rarely,533,Human Resources,10,4,Human Resources,1,114,4,Male,163,4,4,Sales Executive,4,Single,114,7258,217740,7,Y,Yes,22,4,1,80,3,22,6,4,21,14,21,10,0,50+,Low,High Risk
22,No,Travel_Frequently,427,Hardware,18,2,Other,1,491,2,Male,74,4,4,Healthcare Representative,3,Divorced,491,41554,207770,1,Y,No,37,3,4,80,1,1,4,3,1,1,1,1,0,Below 30,High,Low Risk
32,Yes,Travel_Rarely,1376,Hardware,44,5,Medical,1,115,1,Male,158,4,2,Healthcare Representative,3,Single,115,48485,630305,7,Y,No,20,4,2,80,2,40,4,4,10,8,1,8,1,30-40,High,Low Risk
40,No,Travel_Frequently,616,Software,39,3,Medical,1,497,1,Female,73,4,2,Research Scientist,2,Single,497,21424,171392,7,Y,No,37,2,4,80,1,2,3,3,2,2,2,2,0,30-40,Medium,Low Risk
58,Yes,Non-Travel,610,Research & Development,21,5,Human Resources,1,116,1,Female,105,4,1,Research Director,1,Married,116,40318,161272,5,Y,Yes,10,3,4,80,2,27,5,4,11,6,9,11,1,50+,High,High Risk
25,No,Non-Travel,499,Support,33,4,Technical Degree,1,500,1,Female,39,2,1,Healthcare Representative,4,Single,500,33957,373527,3,Y,No,46,2,3,80,1,2,4,3,2,1,2,2,0,Below 30,High,Low Risk
25,Yes,Non-Travel,1226,Software,46,3,Marketing,1,117,2,Female,185,1,1,Sales Representative,1,Married,117,27428,740556,7,Y,Yes,42,4,2,80,2,24,2,4,8,4,2,1,1,Below 30,Medium,Low Risk
35,Yes,Travel_Rarely,1401,Support,40,1,Technical Degree,1,504,4,Female,134,1,4,Sales Representative,3,Married,504,50800,1473200,2,Y,Yes,38,3,3,80,1,9,6,2,5,2,4,5,1,30-40,High,High Risk
46,No,Non-Travel,360,Sales,48,4,Medical,1,118,4,Male,43,4,3,Sales Representative,1,Divorced,118,14430,331890,7,Y,Yes,38,3,3,80,2,33,1,2,9,2,8,6,0,41-50,Medium,High Risk
56,Yes,Travel_Frequently,473,Sales,30,2,Other,1,505,4,Female,35,1,5,Research Scientist,1,Single,505,17235,155115,8,Y,No,42,1,3,80,1,17,1,1,3,2,3,2,1,50+,Medium,Low Risk
49,No,Travel_Rarely,965,Research & Development,2,1,Medical,1,119,4,Male,64,4,1,Sales Representative,1,Married,119,22537,676110,0,Y,No,42,4,2,80,4,7,5,4,6,4,3,2,0,41-50,Medium,Low Risk
28,No,Non-Travel,1195,Sales,1,2,Marketing,1,511,3,Male,57,4,1,Research Director,3,Married,511,22108,66324,7,Y,Yes,44,2,4,80,1,4,5,2,1,1,1,1,0,Below 30,Medium,Low Risk
25,Yes,Travel_Frequently,1294,Research & Development,20,2,Human Resources,1,120,4,Male,159,2,4,Human Resources,3,Divorced,120,6972,188244,7,Y,Yes,11,2,4,80,2,1,3,3,1,1,1,1,1,Below 30,Low,Low Risk
44,Yes,Travel_Frequently,166,Human Resources,44,4,Other,1,513,1,Female,127,4,3,Developer,2,Single,513,18846,565380,8,Y,No,33,4,2,80,1,16,3,3,2,2,2,2,1,41-50,Medium,Low Risk
55,No,Non-Travel,1437,Sales,1,4,Other,1,121,3,Female,169,2,2,Sales Representative,1,Single,121,7122,35610,6,Y,No,15,2,1,80,2,39,3,4,37,31,20,37,0,50+,Low,High Risk
28,No,Travel_Rarely,252,Sales,25,4,Life Sciences,1,520,4,Male,110,4,3,Human Resources,3,Married,520,35267,246869,5,Y,No,47,2,4,80,1,24,4,2,9,2,6,3,0,Below 30,High,High Risk
43,No,Travel_Rarely,481,Support,25,1,Other,1,122,3,Female,173,3,3,Manufacturing Director,1,Single,122,40332,645312,2,Y,No,41,1,2,80,2,3,4,4,3,2,1,2,0,41-50,High,Low Risk
31,Yes,Travel_Rarely,1338,Sales,3,5,Medical,1,524,4,Male,80,1,3,Sales Representative,3,Married,524,50999,764985,0,Y,Yes,41,2,4,80,1,8,5,1,3,3,2,3,1,30-40,High,Low Risk
25,No,Travel_Rarely,1449,Hardware,34,1,Marketing,1,123,2,Female,111,1,5,Sales Representative,1,Married,123,1861,55830,3,Y,Yes,2,1,3,80,3,3,2,3,2,2,1,2,0,Below 30,Low,Low Risk
44,Yes,Non-Travel,1285,Software,14,1,Marketing,1,525,4,Male,200,4,1,Sales Representative,4,Married,525,16836,252540,5,Y,No,8,1,4,80,1,6,6,4,2,2,2,1,1,41-50,Medium,Low Risk
32,No,Non-Travel,1359,Sales,25,1,Human Resources,1,124,1,Female,60,2,5,Sales Representative,3,Divorced,124,39210,1137090,2,Y,Yes,38,4,3,80,4,17,3,3,9,4,1,5,0,30-40,High,Low Risk
47,Yes,Travel_Rarely,485,Research & Development,27,5,Human Resources,1,526,3,Female,144,1,3,Human Resources,2,Divorced,526,7328,95264,5,Y,Yes,34,1,1,80,1,20,5,2,14,12,1,5,1,41-50,Low,Low Risk
20,Yes,Travel_Rarely,610,Support,5,3,Other,1,125,4,Female,99,3,5,Manager,1,Married,125,48408,677712,0,Y,Yes,6,4,4,80,2,14,1,4,4,2,3,2,1,Below 30,High,Low Risk
42,Yes,Travel_Frequently,794,Hardware,49,4,Human Resources,1,527,1,Male,85,1,5,Manufacturing Director,4,Single,527,25367,684909,5,Y,No,11,1,3,80,1,8,5,4,4,2,2,1,1,41-50,Medium,Low Risk
33,No,Travel_Rarely,205,Software,14,5,Medical,1,126,1,Female,183,4,3,Laboratory Technician,3,Married,126,2954,62034,7,Y,No,24,4,4,80,2,19,2,3,18,18,10,15,0,30-40,Low,High Risk
36,No,Non-Travel,1006,Support,50,3,Medical,1,528,1,Female,199,4,1,Healthcare Representative,4,Divorced,528,27272,27272,6,Y,No,38,1,3,80,1,16,1,4,8,1,2,3,0,30-40,Medium,Low Risk
33,No,Travel_Frequently,529,Human Resources,29,3,Other,1,531,3,Female,62,4,1,Research Director,2,Divorced,531,29796,387348,3,Y,Yes,27,4,4,80,1,11,3,1,9,9,6,5,0,30-40,Medium,High Risk
26,No,Non-Travel,413,Support,4,3,Other,1,128,2,Male,93,3,3,Sales Executive,2,Married,128,35126,386386,2,Y,Yes,24,1,3,80,4,5,6,3,5,4,4,4,0,Below 30,High,High Risk
37,Yes,Non-Travel,746,Sales,37,4,Human Resources,1,532,3,Male,174,4,2,Manufacturing Director,3,Divorced,532,29022,812616,7,Y,No,38,3,2,80,1,37,3,3,30,19,10,10,1,30-40,Medium,High Risk
46,Yes,Non-Travel,951,Sales,33,2,Technical Degree,1,129,3,Male,113,4,4,Manager,1,Divorced,129,19243,269402,0,Y,No,7,2,3,80,2,4,4,2,2,1,1,1,1,41-50,Medium,Low Risk
42,Yes,Travel_Rarely,971,Human Resources,49,4,Other,1,533,4,Female,134,3,2,Research Director,4,Married,533,28528,171168,7,Y,No,17,3,3,80,1,5,2,1,2,2,1,2,1,41-50,Medium,Low Risk
22,No,Travel_Rarely,394,Software,38,5,Life Sciences,1,534,4,Female,42,1,2,Sales Executive,4,Single,534,30750,676500,8,Y,Yes,32,4,2,80,1,39,4,2,18,16,4,7,0,Below 30,High,High Risk
42,No,Travel_Frequently,491,Software,7,1,Other,1,131,2,Male,174,4,1,Manufacturing Director,2,Divorced,131,18794,375880,8,Y,Yes,22,1,1,80,4,26,5,4,18,6,16,5,0,41-50,Medium,High Risk
36,No,Non-Travel,621,Sales,39,2,Human Resources,1,537,2,Male,177,3,2,Developer,3,Single,537,44362,1286498,1,Y,Yes,23,1,2,80,1,4,2,3,2,1,1,2,0,30-40,High,Low Risk
18,No,Travel_Rarely,1135,Human Resources,32,4,Medical,1,540,1,Male,178,3,2,Research Scientist,4,Married,540,24621,393936,4,Y,No,12,3,1,80,1,4,4,4,4,4,1,1,0,Below 30,Medium,Low Risk
22,Yes,Non-Travel,610,Support,12,3,Human Resources,1,133,2,Female,43,4,5,Manufacturing Director,3,Divorced,133,27080,297880,0,Y,No,9,2,1,80,4,40,3,4,14,1,6,9,1,Below 30,Medium,High Risk
20,Yes,Travel_Frequently,750,Research & Development,44,3,Life Sciences,1,544,2,Male,112,4,1,Research Director,4,Single,544,8161,179542,0,Y,Yes,27,3,4,80,1,40,3,3,15,13,2,13,1,Below 30,Low,Low Risk
20,Yes,Non-Travel,988,Research & Development,26,2,Life Sciences,1,545,3,Female,138,1,4,Sales Representative,1,Divorced,545,2714,24426,0,Y,No,22,3,2,80,1,6,3,3,2,1,2,1,1,Below 30,Low,Low Risk
19,No,Travel_Frequently,1386,Support,36,1,Human Resources,1,550,4,Male,32,2,5,Developer,4,Married,550,46125,691875,6,Y,No,12,4,4,80,1,31,1,2,8,1,6,2,0,Below 30,High,High Risk
45,No,Travel_Rarely,340,Human Resources,18,4,Medical,1,136,3,Male,162,1,1,Manufacturing Director,2,Married,136,4549,113725,4,Y,Yes,33,4,2,80,3,30,5,3,2,1,2,1,0,41-50,Low,Low Risk
58,Yes,Travel_Frequently,1363,Research & Development,35,3,Medical,1,552,3,Female,87,1,2,Sales Representative,4,Single,552,5200,15600,7,Y,No,35,4,1,80,1,32,2,4,10,10,1,3,1,50+,Low,Low Risk
51,No,Non-Travel,1022,Support,21,3,Life Sciences,1,137,1,Male,169,2,1,Sales Representative,1,Divorced,137,46220,600860,0,Y,No,18,1,4,80,4,13,3,4,9,6,4,3,0,50+,High,High Risk
49,Yes,Travel_Rarely,338,Hardware,12,4,Marketing,1,557,4,Female,107,4,2,Manager,3,Single,557,21521,258252,3,Y,Yes,28,1,1,80,1,13,4,4,3,3,2,2,1,41-50,Medium,Low Risk
55,No,Non-Travel,1377,Support,49,3,Other,1,138,3,Male,149,1,3,Manufacturing Director,1,Divorced,138,44310,1063440,8,Y,Yes,26,1,2,80,3,16,6,4,4,3,3,3,0,50+,High,Low Risk
41,No,Travel_Rarely,1007,Software,13,3,Medical,1,562,1,Female,119,2,3,Human Resources,4,Married,562,23890,692810,1,Y,No,36,2,4,80,1,8,4,1,8,7,7,6,0,41-50,Medium,High Risk
44,No,Travel_Frequently,467,Human Resources,43,2,Life Sciences,1,139,4,Female,116,4,4,Sales Representative,1,Married,139,3459,65721,3,Y,Yes,18,2,3,80,3,24,2,4,5,3,2,3,0,41-50,Low,Low Risk
32,Yes,Travel_Rarely,899,Software,34,5,Life Sciences,1,565,3,Female,90,1,4,Laboratory Technician,3,Divorced,565,12953,142483,5,Y,No,8,3,1,80,1,8,1,4,8,4,4,8,1,30-40,Medium,High Risk
44,No,Non-Travel,1435,Sales,12,3,Human Resources,1,140,2,Female,171,4,2,Manufacturing Director,2,Divorced,140,34838,383218,6,Y,Yes,30,3,2,80,3,19,4,4,15,14,9,12,0,41-50,High,High Risk
25,No,Travel_Rarely,1143,Human Resources,6,4,Medical,1,571,4,Male,134,1,3,Healthcare Representative,2,Married,571,8738,262140,2,Y,Yes,28,2,3,80,1,28,6,1,11,6,8,6,0,Below 30,Low,High Risk
